id,car_id,status,order_date,delivery_date,canceled_date,start_country,dest_country,start_type,destination_type
91296093,1249692705,3,2022-01-19,2022-01-27,,DE,DE,workshop,workshop
91287286,1249692705,3,2022-01-16,2022-01-19,,DE,DE,Branch,workshop
91311712,1249694693,3,2022-01-17,2022-01-19,,ES,ES,Branch,workshop
91422349,1249717195,3,2022-01-30,2022-01-31,,ES,ES,workshop,LC
91323433,1249717195,3,2022-01-18,2022-01-23,,ES,ES,Branch,workshop
91816768,1249717195,3,2022-03-15,2022-03-22,,ES,ES,LC,zipcode
91274352,1249722214,3,2022-01-12,2022-01-19,,ES,ES,Branch,workshop
91629230,1249738983,1,,,,ES,ES,Branch,zipcode
91629229,1249738983,2,2022-04-14,,,ES,ES,workshop,Branch
91336810,1249738983,3,2022-01-20,2022-01-24,,ES,ES,Branch,workshop
91423026,1249772143,3,2022-01-30,2022-02-06,,ES,ES,Branch,workshop
91299591,1249787855,3,2022-01-16,2022-01-26,,ES,ES,Branch,workshop
91442120,1249825434,3,2022-01-31,2022-02-22,,DE,DE,Branch,workshop
91441698,1249825434,4,,,2022-01-31,DE,DE,Branch,workshop
91991109,1249825434,3,2022-04-03,2022-04-12,,DE,DE,workshop,zipcode
91702757,1249831225,3,2022-03-01,2022-03-01,,PL,PL,workshop,workshop
91592329,1249831225,3,2022-02-17,2022-02-17,,PL,PL,workshop,workshop
91751737,1249831225,3,2022-03-07,2022-03-07,,PL,PL,workshop,workshop
91307681,1249831225,3,2022-01-23,2022-01-31,,DE,PL,LC,workshop
91833763,1249831225,4,,,2022-03-17,PL,PL,workshop,zipcode
91301387,1249831225,3,2022-01-17,2022-01-21,,DE,DE,Branch,LC
91358145,1249859683,3,2022-02-06,2022-02-07,,DE,DE,Branch,LC
91358146,1249859683,3,2022-02-08,2022-02-13,,DE,DE,LC,workshop
91381142,1249939079,3,2022-01-25,2022-01-31,,DE,DE,Branch,workshop
91491219,1250004259,3,2022-02-06,2022-02-10,,DE,DE,Branch,LC
91554932,1250004259,3,2022-02-13,2022-02-23,,DE,PL,LC,workshop
91931673,1250004259,3,2022-03-27,2022-03-27,,PL,PL,workshop,zipcode
91838806,1250004259,4,,,2022-03-20,PL,PL,workshop,zipcode
91764215,1250004259,3,2022-03-08,2022-03-08,,PL,PL,workshop,workshop
91815267,1250004259,3,2022-03-14,2022-03-14,,PL,PL,workshop,workshop
91864623,1250004259,3,2022-03-20,2022-03-20,,PL,PL,workshop,workshop
92173287,1250015545,1,,,,ES,ES,showroom,zipcode
92173286,1250015545,1,,,,ES,ES,workshop,showroom
91312002,1250015545,3,2022-01-17,2022-01-20,,ES,ES,Branch,workshop
91423019,1250092458,3,2022-01-30,2022-02-06,,ES,ES,Branch,LC
91423020,1250092458,3,2022-02-22,2022-02-24,,ES,ES,LC,workshop
91360559,1250132094,3,2022-01-23,2022-01-25,,DE,DE,Branch,workshop
91686944,1250132094,3,2022-03-03,2022-03-14,,DE,DE,workshop,zipcode
91342642,1250234445,3,2022-01-23,2022-01-24,,DE,DE,Branch,workshop
91644580,1250234445,3,2022-02-24,2022-03-06,,DE,DE,workshop,showroom
91644581,1250234445,3,2022-03-06,2022-03-13,,DE,DE,showroom,zipcode
91368866,1250252645,3,2022-01-24,2022-01-25,,ES,ES,Branch,workshop
91404237,1250291099,3,2022-01-27,2022-02-03,,DE,DE,Branch,workshop
91961089,1250291099,3,2022-03-31,2022-04-04,,DE,DE,workshop,zipcode
91406158,1250291099,3,2022-02-03,2022-02-06,,DE,DE,workshop,workshop
91667529,1250326831,3,2022-02-27,2022-03-06,,DE,DE,Branch,workshop
91386373,1250345818,3,2022-01-26,2022-02-06,,DE,DE,Branch,LC
91386374,1250345818,3,2022-02-06,2022-02-06,,DE,DE,LC,workshop
91926916,1250374167,3,2022-03-27,2022-04-04,,DE,DE,workshop,zipcode
91627023,1250374167,4,,,2022-02-23,DE,DE,workshop,Branch
91627024,1250374167,4,,,2022-02-23,DE,DE,Branch,zipcode
91423514,1250374167,3,2022-01-30,2022-02-06,,DE,DE,Branch,workshop
91426473,1250374167,3,2022-02-07,2022-02-10,,DE,DE,workshop,workshop
92010349,1250391850,3,2022-04-12,2022-04-14,,ES,ES,workshop,zipcode
91958163,1250391850,4,,,2022-04-05,ES,ES,workshop,zipcode
91425291,1250391850,3,2022-01-30,2022-02-06,,ES,ES,Branch,LC
91425292,1250391850,3,2022-02-22,2022-02-24,,ES,ES,LC,workshop
91471418,1250503531,3,2022-02-03,2022-02-14,,ES,ES,Branch,workshop
92169900,1250562121,4,,,2022-04-27,DE,DE,workshop,workshop
92185912,1250562121,2,2022-04-27,,,DE,DE,workshop,workshop
91437580,1250562121,3,2022-01-31,2022-02-08,,DE,DE,Branch,workshop
92168362,1250633467,1,,,,ES,ES,Branch,zipcode
92168361,1250633467,2,2022-04-27,,,ES,ES,workshop,Branch
91535529,1250633467,3,2022-02-10,2022-02-14,,ES,ES,Branch,workshop
91426838,1250641103,3,2022-01-30,2022-01-31,,ES,ES,Branch,workshop
91716657,1250665134,3,2022-03-02,2022-03-13,,ES,ES,Branch,workshop
92178460,1250686187,1,,,,DE,DE,showroom,zipcode
92178459,1250686187,2,2022-04-27,,,DE,DE,workshop,showroom
91623063,1250686187,3,2022-02-21,2022-02-21,,DE,DE,LC,workshop
91584451,1250686187,4,,,2022-02-21,DE,DE,LC,workshop
91561979,1250686187,3,2022-02-14,2022-02-18,,DE,DE,Branch,LC
91584795,1250700299,4,,,2022-02-17,DE,DE,LC,workshop
91600187,1250700299,3,2022-02-17,2022-02-25,,DE,DE,LC,workshop
91569370,1250700299,3,2022-02-14,2022-02-17,,DE,DE,Branch,LC
91468727,1250717531,3,2022-02-03,2022-02-10,,DE,DE,Branch,workshop
91622546,1250852549,3,2022-02-24,2022-03-01,,ES,ES,workshop,showroom
91622547,1250852549,3,2022-03-02,2022-03-08,,ES,ES,showroom,zipcode
91517764,1250852549,3,2022-02-09,2022-02-10,,ES,ES,Branch,workshop
91531091,1250900914,3,2022-02-10,2022-02-22,,ES,ES,Branch,workshop
91549810,1250921429,3,2022-02-13,2022-02-16,,DE,DE,Branch,workshop
91536044,1250921429,4,,,2022-02-13,DE,DE,Branch,workshop
91646481,1250949207,3,2022-02-23,2022-03-03,,ES,ES,Branch,workshop
91511335,1251053444,3,2022-02-08,2022-02-09,,ES,ES,Branch,workshop
91675545,1251064795,4,2022-02-27,,2022-03-02,DE,DE,workshop,LC
91554657,1251064795,3,2022-02-13,2022-02-23,,DE,DE,Branch,workshop
91747600,1251064795,4,,,2022-03-06,DE,DE,LC,zipcode
91572539,1251120621,3,2022-02-15,2022-02-16,,DE,DE,Branch,LC
91572540,1251120621,3,2022-02-20,2022-02-22,,DE,DE,LC,workshop
91605631,1251356021,3,2022-02-20,2022-02-23,,DE,DE,Branch,workshop
91810558,1251367588,3,2022-03-14,2022-03-21,,ES,ES,Branch,workshop
92075521,1251368692,4,,,2022-04-18,DE,DE,workshop,Branch
92075522,1251368692,4,,,2022-04-18,DE,DE,Branch,zipcode
91614572,1251368692,3,2022-02-20,2022-02-21,,DE,DE,Branch,LC
91614573,1251368692,3,2022-02-22,2022-02-24,,DE,DE,LC,workshop
92169933,1251368692,4,,,2022-04-27,DE,DE,workshop,workshop
92185837,1251368692,4,2022-04-27,,,DE,DE,workshop,workshop
92195957,1251368692,2,2022-04-28,,,DE,DE,workshop,workshop
92085970,1251377769,2,2022-04-17,,,DE,DE,workshop,zipcode
91606057,1251377769,3,2022-02-20,2022-02-22,,DE,DE,Branch,workshop
91603278,1251477548,3,2022-02-20,2022-02-27,,ES,ES,Branch,workshop
91854515,1251477548,3,2022-03-20,2022-03-29,,ES,ES,workshop,zipcode
92105892,1251510171,4,2022-04-21,,2022-04-26,DE,DE,workshop,zipcode
92181332,1251510171,2,2022-04-26,,,DE,DE,workshop,zipcode
91757977,1252251215,3,2022-03-07,2022-03-14,,ES,ES,Branch,workshop
91731170,1252296745,3,2022-03-06,2022-03-10,,DE,DE,Branch,workshop
91722841,1252323711,3,2022-03-03,2022-03-10,,DE,DE,Branch,workshop
91756021,1252409667,3,2022-03-07,2022-03-09,,DE,DE,Branch,LC
91756022,1252409667,3,2022-03-13,2022-03-17,,DE,DE,LC,workshop
91846232,1252470601,3,2022-03-17,2022-03-20,,DE,DE,LC,workshop
91745288,1252470601,3,2022-03-06,2022-03-17,,DE,DE,Branch,workshop
91831219,1252600898,3,2022-03-16,2022-03-22,,ES,ES,Branch,workshop
91788004,1252688362,3,2022-03-10,2022-03-21,,ES,ES,Branch,workshop
91484436,1250712276,3,2022-02-06,2022-02-06,,IT,IT,Branch,LC
91824257,1250712276,3,2022-03-15,2022-03-15,,PL,PL,workshop,workshop
91502553,1250712276,3,2022-02-07,2022-03-07,,IT,PL,LC,workshop
91894391,1250712276,3,2022-03-23,2022-03-23,,PL,PL,workshop,workshop
91766072,1250712276,3,2022-03-08,2022-03-08,,PL,PL,workshop,workshop
91867407,1252718164,3,2022-03-20,2022-03-23,,DE,DE,Branch,workshop
91679687,1251986839,3,2022-02-27,2022-03-23,,DE,DE,Branch,workshop
91865830,1253090812,3,2022-03-20,2022-03-24,,DE,DE,Branch,workshop
91424918,1250210055,3,2022-01-30,2022-02-01,,IT,IT,Branch,LC
91847654,1250210055,3,2022-03-17,2022-03-17,,PL,PL,workshop,workshop
91825956,1250210055,3,2022-03-15,2022-03-15,,PL,PL,workshop,workshop
91907293,1250210055,3,2022-03-24,2022-03-24,,PL,PL,workshop,workshop
91962184,1250210055,4,,,2022-03-30,PL,PL,workshop,zipcode
91443679,1250210055,3,2022-02-09,2022-02-21,,IT,PL,LC,workshop
91962188,1250210055,3,2022-03-30,2022-04-03,,PL,PL,workshop,zipcode
91856647,1251321404,3,2022-03-21,2022-03-22,,DE,DE,Branch,LC
91856648,1251321404,3,2022-03-23,2022-03-24,,DE,DE,LC,workshop
91301108,1249727775,3,2022-01-17,2022-01-18,,DE,DE,Branch,LC
91301109,1249727775,3,2022-01-20,2022-01-24,,DE,DE,LC,workshop
91875812,1249727775,4,,,2022-03-22,DE,DE,workshop,LC
91875813,1249727775,3,2022-03-24,2022-03-28,,DE,DE,LC,zipcode
91887267,1249727775,3,2022-03-22,2022-03-24,,DE,DE,workshop,LC
91816924,1248866779,3,2022-03-15,2022-03-27,,DE,DE,workshop,Branch
91429860,1248866779,3,2022-01-31,2022-02-02,,DE,DE,LC,workshop
91429904,1248866779,3,2022-02-02,2022-02-06,,DE,DE,workshop,workshop
91319142,1248866779,3,2022-01-18,2022-01-25,,DE,DE,Branch,LC
91319143,1248866779,4,,,2022-01-30,DE,DE,LC,workshop
91341102,1248866779,4,,,2022-01-30,DE,DE,workshop,workshop
91316073,1248866779,4,,,2022-01-18,DE,DE,Branch,workshop
91897803,1240688953,3,2022-03-23,2022-03-28,,ES,ES,workshop,showroom
91912756,1240688953,3,2022-03-28,2022-03-31,,ES,ES,showroom,zipcode
91556710,1240688953,3,2022-02-13,2022-02-23,,ES,ES,Branch,workshop
91879879,1240688953,4,2022-03-21,,2022-03-22,ES,ES,workshop,showroom
91879880,1240688953,4,,,2022-03-22,ES,ES,showroom,zipcode
91904037,1252824778,3,2022-03-24,2022-03-28,,DE,DE,Branch,workshop
91850923,1252674273,4,2022-03-17,,2022-03-22,DE,DE,Branch,workshop
91892369,1252674273,3,2022-03-22,2022-03-28,,DE,DE,Branch,workshop
91847901,1252674273,4,,,2022-03-17,DE,DE,Branch,workshop
91864249,1253027263,3,2022-03-20,2022-03-28,,ES,ES,Branch,workshop
91886255,1253294279,3,2022-03-22,2022-03-28,,DE,DE,Branch,workshop
91563739,1251495122,3,2022-02-14,2022-02-20,,ES,ES,Branch,workshop
91886763,1251495122,3,2022-03-22,2022-03-27,,ES,ES,workshop,showroom
91912251,1251495122,3,2022-03-28,2022-03-31,,ES,ES,showroom,zipcode
91861492,1251495122,4,2022-03-20,,2022-03-21,ES,ES,workshop,showroom
91861493,1251495122,4,,,2022-03-21,ES,ES,showroom,zipcode
91871629,1250554487,3,2022-03-21,2022-03-29,,DE,DE,Branch,workshop
91490830,1237953559,4,2022-02-06,,2022-02-08,DE,DE,Branch,workshop
91512087,1237953559,3,2022-02-08,2022-02-10,,DE,DE,Branch,workshop
91887715,1237953559,4,,,2022-03-27,DE,DE,workshop,showroom
91887716,1237953559,3,2022-03-29,2022-03-31,,DE,DE,showroom,zipcode
91927389,1237953559,3,2022-03-27,2022-03-29,,DE,DE,workshop,showroom
91866138,1252664058,3,2022-03-20,2022-03-28,,DE,DE,Branch,LC
91866139,1252664058,3,2022-03-29,2022-03-29,,DE,DE,LC,workshop
91854748,1252762726,3,2022-03-20,2022-03-30,,DE,DE,Branch,workshop
91323896,1248699655,3,2022-01-22,2022-02-01,,DE,DE,Branch,LC
91323897,1248699655,3,2022-02-06,2022-02-07,,DE,DE,LC,workshop
91895114,1248699655,4,,,2022-03-28,DE,DE,workshop,Branch
91895115,1248699655,3,2022-03-30,2022-04-05,,DE,DE,Branch,zipcode
91941109,1248699655,3,2022-03-28,2022-03-30,,DE,DE,workshop,Branch
91946702,1253224701,3,2022-03-29,2022-03-30,,ES,ES,Branch,workshop
91908344,1253338187,3,2022-03-27,2022-03-30,,DE,DE,Branch,workshop
91689087,1220429351,3,2022-02-28,2022-02-28,,ES,ES,workshop,LC
92168287,1220429351,4,,,2022-04-26,ES,ES,LC,zipcode
92174059,1220429351,2,2022-04-26,,,ES,ES,LC,zipcode
91454103,1220429351,3,2022-02-02,2022-02-15,,ES,ES,Branch,LC
91454104,1220429351,3,2022-02-16,2022-02-23,,ES,ES,LC,workshop
91919080,1240920310,3,2022-03-27,2022-03-31,,DE,DE,Branch,workshop
91833937,1252986653,3,2022-03-16,2022-03-31,,DE,DE,Branch,workshop
91942654,1253480304,3,2022-03-28,2022-04-03,,DE,DE,Branch,workshop
91954548,1253588467,3,2022-03-29,2022-04-03,,DE,DE,Branch,workshop
91952797,1253588467,4,,,2022-03-29,DE,DE,Branch,workshop
91642303,1251806788,3,2022-02-23,2022-03-06,,DE,DE,Branch,workshop
91878052,1251806788,3,2022-03-21,2022-04-01,,DE,DE,workshop,workshop
91878053,1251806788,3,2022-04-03,2022-04-05,,DE,DE,workshop,zipcode
91967929,1253042817,3,2022-03-30,2022-04-03,,DE,DE,Branch,workshop
91982228,1253632210,4,,,2022-04-03,DE,DE,Branch,workshop
91991141,1253632210,3,2022-04-03,2022-04-04,,DE,DE,Branch,workshop
91904828,1250253683,4,,,2022-03-24,ES,ES,workshop,showroom
91904829,1250253683,4,,,2022-03-24,ES,ES,showroom,zipcode
91902487,1250253683,4,,,2022-03-24,ES,ES,workshop,showroom
91902488,1250253683,4,,,2022-03-24,ES,ES,showroom,zipcode
91379165,1250253683,3,2022-01-25,2022-01-26,,ES,ES,Branch,workshop
91904830,1250253683,3,2022-03-29,2022-04-04,,ES,ES,workshop,showroom
91904831,1250253683,3,2022-04-05,2022-04-21,,ES,ES,showroom,zipcode
91938799,1253498251,3,2022-03-28,2022-04-05,,DE,DE,Branch,workshop
91427376,1250567809,3,2022-01-31,2022-02-02,,DE,DE,Branch,workshop
91827467,1250567809,3,2022-03-16,2022-04-05,,DE,DE,workshop,showroom
91827468,1250567809,3,2022-04-05,2022-04-12,,DE,DE,showroom,zipcode
91441553,1250567809,3,2022-02-02,2022-02-02,,DE,DE,workshop,workshop
91995722,1252444089,3,2022-04-05,2022-04-12,,ES,ES,Branch,zipcode
91959084,1252444089,3,2022-03-30,2022-04-05,,ES,ES,workshop,Branch
91743376,1252444089,3,2022-03-06,2022-03-09,,ES,ES,Branch,workshop
92013673,1253086959,1,,,,DE,DE,LC,workshop
92174228,1253086959,2,2022-04-26,,,DE,DE,Branch,LC
92013672,1253086959,4,,,2022-04-26,DE,DE,Branch,LC
91939367,1235974418,3,2022-03-28,2022-03-28,,PL,PL,workshop,LC
91936425,1235974418,3,2022-03-28,2022-03-28,,PL,PL,workshop,workshop
91403827,1235974418,3,2022-01-27,2022-02-02,,IT,IT,Branch,LC
91626249,1235974418,3,2022-02-21,2022-03-15,,IT,PL,LC,workshop
91614019,1245803465,3,2022-02-20,2022-02-20,,DE,DE,LC,workshop
91585336,1245803465,3,2022-02-16,2022-02-18,,DE,DE,Branch,LC
91585337,1245803465,4,,,2022-02-20,DE,DE,LC,workshop
91925801,1245803465,3,2022-03-31,2022-04-05,,DE,DE,workshop,workshop
91925802,1245803465,3,2022-04-06,2022-04-12,,DE,DE,workshop,zipcode
91908749,1250750221,3,2022-03-24,2022-03-24,,PL,PL,workshop,workshop
91490390,1250750221,3,2022-02-06,2022-02-07,,IT,IT,Branch,LC
91490391,1250750221,3,2022-02-16,2022-03-01,,IT,PL,LC,workshop
91691825,1251510171,3,2022-02-28,2022-03-01,,DE,DE,Branch,LC
91691826,1251510171,3,2022-03-02,2022-03-03,,DE,DE,LC,workshop
91727269,1251652420,3,2022-03-03,2022-03-13,,ES,ES,Branch,workshop
91638374,1251878836,3,2022-02-22,2022-03-02,,ES,ES,Branch,workshop
91701131,1252042423,3,2022-03-01,2022-03-13,,DE,DE,Branch,workshop
91698436,1252042423,4,,,2022-03-01,DE,DE,Branch,workshop
92047888,1252076893,3,2022-04-17,2022-04-20,,DE,DE,workshop,zipcode
91702074,1252076893,3,2022-03-01,2022-03-14,,DE,DE,Branch,workshop
91729178,1252081115,3,2022-03-06,2022-03-08,,DE,DE,Branch,workshop
91813565,1252135834,3,2022-03-14,2022-03-20,,DE,DE,Branch,workshop
91807007,1252135834,4,,,2022-03-14,DE,DE,Branch,workshop
91718141,1252167443,4,2022-03-02,,2022-03-03,ES,ES,Branch,workshop
92013376,1252167443,3,2022-04-10,2022-04-21,,ES,ES,workshop,zipcode
91799984,1252167443,3,2022-03-13,2022-03-16,,ES,ES,Branch,workshop
91742994,1252201295,3,2022-03-06,2022-03-17,,DE,DE,Branch,workshop
91837651,1252329369,3,2022-03-20,2022-03-20,,DE,DE,Branch,workshop
91780976,1252417637,3,2022-03-10,2022-03-15,,ES,ES,Branch,workshop
91783358,1252448049,3,2022-03-10,2022-03-17,,DE,DE,Branch,workshop
91846268,1252448049,3,2022-03-17,2022-03-20,,DE,DE,LC,workshop
92181731,1252466745,1,,,,DE,DE,workshop,Branch
92181732,1252466745,1,,,,DE,DE,Branch,zipcode
91793925,1252466745,4,2022-03-13,,2022-03-16,DE,DE,Branch,workshop
91835068,1252466745,3,2022-03-16,2022-03-21,,DE,DE,Branch,workshop
91806988,1252536778,3,2022-03-14,2022-03-17,,DE,DE,Branch,workshop
91797940,1252564663,3,2022-03-13,2022-03-18,,DE,DE,Branch,workshop
91792434,1252564663,4,,,2022-03-11,DE,DE,Branch,LC
91852259,1252584228,3,2022-03-20,2022-03-21,,DE,DE,Branch,workshop
91828004,1252616939,3,2022-03-15,2022-03-21,,DE,DE,LC,workshop
91773608,1252616939,3,2022-03-09,2022-03-15,,DE,DE,Branch,workshop
91800501,1252676855,3,2022-03-13,2022-03-15,,DE,DE,Branch,workshop
91773010,1252759458,3,2022-03-09,2022-03-16,,DE,DE,Branch,workshop
92041566,1253000421,3,2022-04-11,2022-04-14,,ES,ES,workshop,zipcode
91833027,1253000421,3,2022-03-16,2022-03-21,,ES,ES,Branch,workshop
91756233,1251230964,3,2022-03-07,2022-03-07,,PL,PL,workshop,workshop
91681288,1251230964,3,2022-02-27,2022-02-27,,PL,PL,workshop,workshop
91899401,1251230964,3,2022-03-23,2022-03-23,,PL,PL,workshop,workshop
92169915,1251230964,2,2022-04-25,,,PL,PL,workshop,zipcode
91548064,1251230964,3,2022-02-13,2022-02-14,,DE,DE,Branch,LC
91551621,1251230964,3,2022-02-15,2022-02-22,,DE,PL,LC,workshop
92081488,1251230964,4,2022-04-20,,2022-04-25,PL,PL,workshop,zipcode
91841178,1252569344,3,2022-03-17,2022-03-24,,ES,ES,Branch,workshop
91850939,1252621648,4,2022-03-17,,2022-03-17,DE,DE,Branch,workshop
91851503,1252621648,3,2022-03-17,2022-03-24,,DE,DE,Branch,workshop
91677347,1250748802,3,2022-02-27,2022-02-27,,ES,ES,workshop,LC
91508261,1250748802,3,2022-02-08,2022-02-20,,ES,ES,Branch,workshop
91913104,1250748802,4,,,2022-03-27,ES,ES,LC,zipcode
91890049,1253350684,3,2022-03-22,2022-03-27,,ES,ES,Branch,workshop
91898846,1251670717,3,2022-03-23,2022-03-27,,DE,DE,Branch,workshop
91929347,1252257593,3,2022-03-27,2022-03-28,,DE,DE,LC,workshop
91777149,1252257593,3,2022-03-09,2022-03-13,,DE,DE,Branch,LC
91777150,1252257593,3,2022-03-13,2022-03-24,,DE,DE,LC,workshop
91342096,1249185880,3,2022-01-20,2022-01-25,,DE,DE,Branch,workshop
91751955,1249185880,3,2022-03-15,2022-03-28,,DE,DE,workshop,LC
91751956,1249185880,3,2022-03-28,2022-03-31,,DE,DE,LC,zipcode
91917480,1253487279,3,2022-03-27,2022-03-29,,ES,ES,Branch,workshop
91905656,1253442962,3,2022-03-24,2022-03-29,,DE,DE,Branch,LC
91905657,1253442962,3,2022-03-29,2022-03-29,,DE,DE,LC,workshop
91916559,1252401214,3,2022-03-27,2022-03-30,,ES,ES,Branch,workshop
91835690,1252927095,4,2022-03-16,,2022-03-24,DE,DE,Branch,workshop
91908535,1252927095,3,2022-03-24,2022-03-30,,DE,DE,Branch,workshop
91722404,1251961610,4,2022-03-03,,2022-03-06,DE,DE,Branch,workshop
91745892,1251961610,4,2022-03-06,,2022-03-07,DE,DE,Branch,workshop
91753179,1251961610,3,2022-03-07,2022-03-30,,DE,DE,Branch,workshop
91900178,1253330594,3,2022-03-24,2022-03-30,,DE,DE,Branch,workshop
91880055,1252417817,3,2022-03-21,2022-03-22,,DE,DE,Branch,LC
92157097,1252417817,2,2022-04-25,,,DE,DE,workshop,zipcode
91878920,1252417817,4,,,2022-03-21,DE,DE,Branch,LC
91878921,1252417817,4,,,2022-03-21,DE,DE,LC,workshop
91913011,1252417817,3,2022-03-27,2022-03-30,,DE,DE,LC,workshop
91880070,1252417817,4,,,2022-03-24,DE,DE,LC,workshop
91900412,1253345584,3,2022-03-23,2022-03-27,,DE,DE,Branch,LC
91900424,1253345584,4,,,2022-03-27,DE,DE,LC,workshop
91884831,1253345584,4,,,2022-03-23,DE,DE,Branch,LC
91884832,1253345584,4,,,2022-03-23,DE,DE,LC,workshop
91934347,1253345584,3,2022-03-28,2022-03-30,,DE,DE,LC,workshop
91911934,1231723933,3,2022-03-30,2022-04-04,,ES,ES,showroom,zipcode
91851114,1231723933,4,2022-03-20,,2022-03-21,ES,ES,workshop,showroom
91851115,1231723933,4,,,2022-03-21,ES,ES,showroom,zipcode
91910558,1231723933,3,2022-03-24,2022-03-30,,ES,ES,workshop,showroom
91474432,1231723933,3,2022-02-03,2022-02-14,,ES,ES,Branch,workshop
91640447,1251274966,3,2022-02-23,2022-03-01,,DE,DE,Branch,workshop
91916601,1252284468,3,2022-03-27,2022-03-31,,DE,DE,Branch,workshop
91883094,1251712135,3,2022-03-23,2022-03-30,,ES,ES,workshop,showroom
91601907,1251712135,3,2022-02-20,2022-02-27,,ES,ES,Branch,workshop
91260312,1249066581,3,2022-01-18,2022-02-01,,DE,DE,workshop,workshop
91255411,1249066581,3,2022-01-11,2022-01-17,,DE,DE,Branch,workshop
91908055,1249066581,4,,,2022-03-24,DE,DE,workshop,Branch
91908056,1249066581,3,2022-03-31,2022-04-04,,DE,DE,Branch,zipcode
91912510,1249066581,3,2022-03-24,2022-03-31,,DE,DE,workshop,Branch
91758693,1252240089,3,2022-03-07,2022-03-10,,DE,DE,LC,workshop
91705193,1252240089,3,2022-03-02,2022-03-07,,DE,DE,Branch,LC
91705194,1252240089,4,,,2022-03-07,DE,DE,LC,workshop
91883544,1252240089,4,,,2022-03-27,DE,DE,workshop,showroom
91883545,1252240089,3,2022-03-31,2022-04-05,,DE,DE,showroom,zipcode
91928972,1252240089,3,2022-03-27,2022-03-31,,DE,DE,workshop,showroom
91920463,1253403179,3,2022-03-27,2022-04-01,,DE,DE,Branch,workshop
91614217,1251146934,3,2022-02-20,2022-02-21,,DE,DE,Branch,LC
91614218,1251146934,3,2022-02-22,2022-02-24,,DE,DE,LC,workshop
91813946,1251790000,3,2022-03-14,2022-03-16,,DE,DE,LC,workshop
91785195,1251790000,4,2022-03-14,,2022-03-14,DE,DE,LC,workshop
91629406,1251790000,3,2022-03-05,2022-03-06,,DE,DE,Branch,LC
91629407,1251790000,4,2022-03-07,,2022-03-10,DE,DE,LC,workshop
91964716,1251790000,4,2022-03-31,,2022-03-31,DE,DE,workshop,workshop
91964717,1251790000,4,,,2022-04-04,DE,DE,workshop,zipcode
91972881,1251790000,3,2022-03-31,2022-04-03,,DE,DE,workshop,workshop
92008487,1251790000,3,2022-04-05,2022-04-14,,DE,DE,workshop,zipcode
92008484,1251790000,4,,,2022-04-04,DE,DE,workshop,zipcode
91925648,1252843462,3,2022-03-29,2022-03-30,,DE,DE,Branch,LC
91925649,1252843462,3,2022-03-31,2022-04-03,,DE,DE,LC,workshop
91910377,1253375687,3,2022-03-27,2022-04-03,,DE,DE,Branch,workshop
91896068,1249735587,4,,,2022-03-31,DE,DE,workshop,LC
91896069,1249735587,3,2022-04-04,2022-04-11,,DE,DE,LC,zipcode
91973033,1249735587,3,2022-03-31,2022-04-03,,DE,DE,workshop,LC
91316184,1249735587,3,2022-01-18,2022-01-20,,DE,DE,Branch,LC
